iter	RMSE
517	0.403340253
518	0.4030810995
519	0.4030244403
520	0.4028124954
521	0.4024516103
522	0.4023670352
523	0.4021685998
524	0.4020414903
525	0.401977627
526	0.401586082
527	0.4013075946
528	0.4004020066
529	0.4003287027
530	0.4001052113
531	0.3999152894
532	0.3997092477
533	0.3993647513
534	0.3991766772
535	0.3984959011
536	0.3982246248
537	0.3981800959
538	0.3979101546
539	0.3975111635
540	0.3972601898
541	0.3967064787
542	0.396162426
543	0.3960116325
544	0.395269164
545	0.3951580154
546	0.3947414405
547	0.3945379705
548	0.3943120814
549	0.3938001412
550	0.3935806208
551	0.39338463
552	0.3928330286
553	0.3927512997
554	0.3925771334
555	0.3923561171
556	0.3922176297
557	0.3917332471
558	0.3915036795
559	0.3905873671
560	0.390370462
561	0.3903017125
562	0.3902610599
563	0.3901099419
564	0.389808665
565	0.3894218645
566	0.3888384979
567	0.3882791696
568	0.387804302
569	0.3875123023
570	0.3872041465
571	0.3870414373
572	0.3867980193
573	0.3866858811
574	0.386396213
575	0.3856169682
576	0.3854779083
577	0.3852925708
578	0.385260339
579	0.3847571484
580	0.3846712199
581	0.3846287182
582	0.3841726626
583	0.3837126606
584	0.3836547783
585	0.3833741114
586	0.383186365
587	0.3830839552
588	0.3828514842
589	0.3823404472
590	0.3822765307
591	0.3821559783
592	0.381643872
593	0.381092789
594	0.3807131134
595	0.3802888005
596	0.3800384571
597	0.3793780516
598	0.3792424121
599	0.3789741434
600	0.3786844596
601	0.3783553111
602	0.3779154849
603	0.3777563384
604	0.3774459965
605	0.376982562
606	0.3766420664
607	0.3760513806
608	0.3753493438
609	0.3749050311
610	0.3741277252
611	0.374000558
612	0.3738139161
613	0.3733067064
614	0.3732181302
615	0.3728417213
616	0.3721520297
617	0.3718779284
618	0.3712188001
619	0.3708139994
620	0.3700318975
621	0.3698550113
622	0.3696767065
623	0.3694104858
624	0.3693806161
625	0.3690817767
626	0.368708432
627	0.3684630812
628	0.3682954622
629	0.3679993475
630	0.3674691841
631	0.3667778662
632	0.3665782872
633	0.3664719356
634	0.3660982715
635	0.3659772057
636	0.3659249723
637	0.3658912884
638	0.365721332
639	0.3652185112
640	0.3650046978
641	0.3649903126
642	0.3645793298
643	0.364254982
644	0.3639369211
645	0.363764416
646	0.363529706
647	0.3634838771
648	0.3633149874
649	0.3631355209
650	0.36279221
651	0.3625041296
652	0.3623139273
653	0.3621455692
654	0.3616548614
655	0.361376391
656	0.361214434
657	0.3610716229
658	0.3607558624
659	0.3607193065
660	0.360079938
661	0.3599048014
662	0.3595700882
663	0.3594297765
664	0.3592514291
665	0.3591700077
666	0.3589080986
667	0.3587599826
668	0.3583791749
669	0.3582131295
670	0.3580169521
671	0.3576893517
672	0.3573409632
673	0.3570670201
674	0.3567734102
675	0.3564783625
676	0.3558433506
677	0.355719096
678	0.3555710058
679	0.3552171234
680	0.3543870638
681	0.3541589173
682	0.3539767648
683	0.3537212718
684	0.3536540676
685	0.3532016781
686	0.3530419741
687	0.3529113981
688	0.3527785111
689	0.3522900738
690	0.3522002444
691	0.351444282
692	0.3512500729
693	0.3511834813
694	0.3509627089
695	0.3503186419
696	0.3498532301
697	0.3496762438
698	0.3493810855
699	0.348986018
700	0.348766733
701	0.3485499096
702	0.3479173671
703	0.3476998036
704	0.3474911077
705	0.3474017781
706	0.3471232189
707	0.3469381272
708	0.3460358671
709	0.3456022843
710	0.345372872
711	0.3453267856
712	0.3452034904
713	0.3451428779
714	0.3450157177
715	0.3444374463
716	0.3443581842
717	0.3437142371
718	0.3435267089
719	0.3432504428
720	0.3431661009
721	0.3431127134
722	0.3428558144
723	0.3425583737
724	0.3424435442
725	0.3421678088
726	0.3417202479
727	0.3415270406
728	0.3409050413
729	0.3408583152
730	0.3407985812
731	0.3404405751
732	0.3403007666
733	0.3402214214
734	0.3399491103
735	0.339824555
736	0.3396862496
737	0.339334465
738	0.3390320818
739	0.3387628262
740	0.3386882671
741	0.3385362447
742	0.3384206778
743	0.338204487
744	0.3378865732
745	0.3376585908
746	0.3372941565
747	0.3371704763
748	0.3369544242
749	0.3367997887
750	0.3365204434
751	0.3365011902
752	0.3363626816
753	0.3359183585
754	0.3356305659
755	0.3354220059
756	0.3352130185
757	0.3350861615
758	0.3349187167
759	0.3348590729
760	0.3346179209
761	0.3345065748
762	0.3340771542
763	0.3340308001
764	0.33389332
765	0.3337590746
766	0.3336405293
767	0.333469557
768	0.3333629465
769	0.3330895566
770	0.3322286157
771	0.3317374372
772	0.3312622007
773	0.3308101376
774	0.3306191072
775	0.3304444673
776	0.3302379694
777	0.3298833866
778	0.3292429489
779	0.3290275688
780	0.3284524919
781	0.3283386099
782	0.3274910689
783	0.3273315347
784	0.327133326
785	0.3268215917
786	0.3264009667
787	0.3260405496
788	0.3259158035
789	0.3257833305
790	0.3256369555
791	0.3255128811
792	0.3252760657
793	0.325033556
794	0.324913911
795	0.3246670938
796	0.3242809038
797	0.3236853152
798	0.3231806623
799	0.3230835969
800	0.322802457
801	0.3225616203
802	0.3222750602
803	0.3221033611
804	0.3216480782
805	0.3210834035
806	0.3207045674
807	0.3205596426
808	0.3198687699
809	0.3190169144
810	0.3182745465
811	0.3179583462
812	0.317282568
813	0.3171482044
814	0.3169576402
815	0.3168894926
816	0.3166704028
817	0.3163912409
818	0.3162656663
819	0.3160632263
820	0.3158544139
821	0.3157116061
822	0.3151954018
823	0.3148899246
824	0.3145317335
825	0.3141993287
826	0.3137141581
827	0.3134553434
828	0.3132377301
829	0.3129052084
830	0.31275569
831	0.3127276904
832	0.3124869701
833	0.3124017796
834	0.3116995595
835	0.3115380584
836	0.3113027851
837	0.3110630924
838	0.3104568629
839	0.3103825578
840	0.3098065214
841	0.3095134722
842	0.3094737601
843	0.3093234321
844	0.3090789798
845	0.3082016349
846	0.3080794224
847	0.3078330715
848	0.3077279212
849	0.3075401592
850	0.3074258676
851	0.3071729786
852	0.3063992605
853	0.3063836255
854	0.3062193425
855	0.3060633508
856	0.3059531612
857	0.3058011263
858	0.305578979
859	0.3054967529
860	0.3053140389
861	0.3051381405
862	0.304861455
863	0.304697782
864	0.3045176745
865	0.3042978559
866	0.3041635473
867	0.3038547022
868	0.3036477083
869	0.3035982461
870	0.3034509284
871	0.3028626878
872	0.3023300333
873	0.3022191756
874	0.3018353919
875	0.3015615092
876	0.3012793556
877	0.30102653
878	0.3008683935
879	0.3007512605
880	0.3005620682
881	0.3002485564
882	0.300214951
883	0.2999463812
884	0.2994296836
885	0.2993582988
886	0.2992429553
887	0.2986412626
888	0.2983893021
889	0.2981130898
890	0.2979065428
891	0.2976286532
892	0.2975414049
893	0.2970575822
894	0.2969277731
895	0.2967605165
896	0.2965927091
897	0.2965698524
898	0.2963886147
899	0.296222097
900	0.2954975473
901	0.2953711166
902	0.2951208614
903	0.2945853822
904	0.2945022521
905	0.2942455671
906	0.2937159377
907	0.2935718564
908	0.2933117838
909	0.2931222183
910	0.2930695625
911	0.292738458
912	0.2924279485
913	0.2922598951
914	0.2920091663
915	0.291793862
916	0.2914900245
917	0.2913374174
918	0.2912302751
919	0.2910181467
920	0.2909895351
921	0.2907985916
922	0.2906462861
923	0.2904247642
924	0.2904016625
925	0.2902117675
926	0.2900577105
927	0.2894509221
928	0.2887755716
929	0.2886622022
930	0.2883467666
931	0.2882506414
932	0.2882084006
933	0.2878760732
934	0.2877336201
935	0.2874568966
936	0.2873811258
937	0.2872860797
938	0.2870505249
939	0.2868814194
940	0.286290519
941	0.2860563105
942	0.2859690755
943	0.2856991757
944	0.285577384
945	0.2854323933
946	0.2853403614
947	0.2853209135
948	0.2850175836
949	0.2848312536
950	0.2845811654
951	0.2840926735
952	0.2833564835
953	0.2832829961
954	0.2831976408
955	0.2830517497
956	0.2828654578
957	0.2826260617
958	0.2823936718
959	0.2821728015
960	0.2815931614
961	0.281514557
962	0.2814333292
963	0.2812838356
964	0.2810959911
965	0.2809860434
966	0.2803340792
967	0.2799133953
968	0.2797034178
969	0.2794632152
970	0.279308234
971	0.2791421298
972	0.278983911
973	0.2787401138
974	0.2784033087
975	0.2782276371
976	0.277942144
977	0.2775447227
978	0.2771760525
979	0.2767901026
980	0.2765460295
981	0.2764699317
982	0.276390184
983	0.2761086063
984	0.2760350283
985	0.2758589079
986	0.2754335464
987	0.2753463302
988	0.2751466531
989	0.2750860451
990	0.2750262568
991	0.2749815819
992	0.2748386942
993	0.2747952996
994	0.2745377774
995	0.274218231
996	0.2740101098
997	0.2737581541
998	0.2736731521
999	0.2735833111
