id,name,author,difficulty,event,category,tags,users_solved,event_points,solved_by_user,bookmarked
190,Bithug,zwad3,3,picoCTF 2021,Web Exploitation,,1960,500,False,False
187,Unsubscriptions Are Free,thelshell,3,picoCTF 2021,Binary Exploitation,,2160,100,False,False
184,filtered-shellcode,madStacks,3,picoCTF 2021,Binary Exploitation,,844,160,False,False
183,ARMssembly 4,Dylan McGuire,3,picoCTF 2021,Reverse Engineering,,1305,170,False,False
182,Some Assembly Required 4,Sears Schulz,3,picoCTF 2021,Web Exploitation,,638,200,False,False
181,Bizz Fuzz,madStacks,3,picoCTF 2021,Binary Exploitation,,1121,500,False,False
179,Here's a LIBC,madStacks,3,picoCTF 2021,Binary Exploitation,,2149,90,False,False
178,Turboflan,wparks,3,picoCTF 2021,Binary Exploitation,,118,600,False,False
172,The Office,madStacks,3,picoCTF 2021,Binary Exploitation,,170,400,False,False
171,gogo,thelshell,3,picoCTF 2021,Reverse Engineering,,1779,110,False,False
168,Kit Engine,wparks,3,picoCTF 2021,Binary Exploitation,,390,375,False,False
165,Hurry up! Wait!,syreal,3,picoCTF 2021,Reverse Engineering,,2849,100,False,False
164,Stonk Market,madStacks,3,picoCTF 2021,Binary Exploitation,,341,180,False,False
153,Some Assembly Required 3,Sears Schulz,3,picoCTF 2021,Web Exploitation,,1773,160,False,False
151,Rolling My Own,Luke Rindels,3,picoCTF 2021,Reverse Engineering,,504,300,False,False
150,ARMssembly 2,Dylan McGuire,3,picoCTF 2021,Reverse Engineering,,3116,90,False,False
149,Checkpass,Jay Bosamiya,3,picoCTF 2021,Reverse Engineering,,220,375,False,False
148,New Vignere,madStacks,3,picoCTF 2021,Cryptography,,1129,300,False,False
146,Cache Me Outside,madStacks,3,picoCTF 2021,Binary Exploitation,,2321,70,False,False
141,Very very very Hidden,Sara,3,picoCTF 2021,Forensics,,1874,300,False,False
140,Double DES,madStacks,3,picoCTF 2021,Cryptography,,1576,120,False,False
136,Clouds,madStacks,3,picoCTF 2021,Cryptography,,74,500,False,False
135,Download Horsepower,wparks,3,picoCTF 2021,Binary Exploitation,,145,450,False,False
127,Compress and Attack,Jake Beley,3,picoCTF 2021,Cryptography,,2152,130,False,False
123,It's Not My Fault 1,rkm0959,3,picoCTF 2021,Cryptography,,1128,100,False,False
122,Easy as GDB,McKade,3,picoCTF 2021,Reverse Engineering,,868,160,False,False
119,Powershelly,Sara,3,picoCTF 2021,Reverse Engineering,,759,180,False,False
117,Surfing the Waves,William Batista,3,picoCTF 2021,Forensics,,1224,150,False,False
114,Play Nice,madStacks,3,picoCTF 2021,Cryptography,,2789,110,False,False
107,Scrambled: RSA,Sara,3,picoCTF 2021,Cryptography,,942,140,False,False
106,ARMssembly 3,Dylan McGuire,3,picoCTF 2021,Reverse Engineering,,1742,130,False,False
102,Let's get dynamic,Ryan Ramseyer,3,picoCTF 2021,Reverse Engineering,,1287,150,False,False
92,OTP Implementation,madStacks,3,picoCTF 2020 Mini-Competition,Reverse Engineering,,823,1,False,False
90,Guessing Game 1,madStacks,3,picoCTF 2020 Mini-Competition,Binary Exploitation,,1218,1,False,False
89,Guessing Game 2,madStacks,3,picoCTF 2020 Mini-Competition,Binary Exploitation,,461,1,False,False
83,Investigative Reversing 3,Santiago C/Danny T,3,picoCTF 2019,Forensics,,545,400,False,False
79,reverse_cipher,Danny Tunitis,3,picoCTF 2019,Reverse Engineering,,1946,300,False,False
78,b00tl3gRSA3,invisibility,3,picoCTF 2019,Cryptography,,1270,450,False,False
76,AES-ABC,waituckw,3,picoCTF 2019,Cryptography,,1813,400,False,False
75,zero_to_hero,Claude,3,picoCTF 2019,Binary Exploitation,,169,500,False,False
73,miniRSA,speeeday/Danny,3,picoCTF 2019,Cryptography,,4654,300,False,False
72,asm3,Sanjay C,3,picoCTF 2019,Reverse Engineering,,1622,300,False,False
70,Investigative Reversing 0,Danny Tunitis,3,picoCTF 2019,Forensics,,1727,300,False,False
65,vault-door-7,Mark E. Haase,3,picoCTF 2019,Reverse Engineering,,3801,400,False,False
63,droids2,Jason,3,picoCTF 2019,Reverse Engineering,,1881,400,False,False
61,rsa-pop-quiz,wparks/nmontierth,3,picoCTF 2019,Cryptography,,3501,200,False,False
57,B1ll_Gat35,Alex Bushkin,3,picoCTF 2019,Reverse Engineering,,1013,400,False,False
56,B1g_Mac,Santiago C,3,picoCTF 2019,Forensics,,2689,500,False,False
55,sice_cream,Samuel,3,picoCTF 2019,Binary Exploitation,,72,500,False,False
54,Investigative Reversing 4,Santiago C/Danny T,3,picoCTF 2019,Forensics,,438,400,False,False
50,seed-sPRiNG,John Hammond,3,picoCTF 2019,Binary Exploitation,,655,350,False,False
47,investigation_encoded_1,Santiago C,3,picoCTF 2019,Forensics,,178,450,False,False
42,WebNet1,Jason,3,picoCTF 2019,Forensics,,3997,450,False,False
39,Need For Speed,Alexander Bushkin,3,picoCTF 2019,Reverse Engineering,,1288,400,False,False
36,investigation_encoded_2,Santiago C,3,picoCTF 2019,Forensics,,158,500,False,False
33,Java Script Kiddie 2,John Johnson,3,picoCTF 2019,Web Exploitation,,891,450,False,False
32,WebNet0,Jason,3,picoCTF 2019,Forensics,,4590,350,False,False
29,Java Script Kiddie,John Johnson,3,picoCTF 2019,Web Exploitation,,1391,400,False,False
28,m00nwalk2,Joon,3,picoCTF 2019,Forensics,,2731,300,False,False
27,Investigative Reversing 1,Danny Tunitis,3,picoCTF 2019,Forensics,,994,350,False,False
24,Forky,Samuel,3,picoCTF 2019,Reverse Engineering,,2808,500,False,False
23,droids3,Jason,3,picoCTF 2019,Reverse Engineering,,1907,450,False,False
17,droids4,Jason,3,picoCTF 2019,Reverse Engineering,,2242,500,False,False
16,asm2,Sanjay C,3,picoCTF 2019,Reverse Engineering,,3113,250,False,False
14,droids1,Jason,3,picoCTF 2019,Reverse Engineering,,2054,350,False,False
13,Investigative Reversing 2,Santiago C/Danny T,3,picoCTF 2019,Forensics,,670,350,False,False
11,droids0,Jason,3,picoCTF 2019,Reverse Engineering,,2472,300,False,False
10,vault-door-8,Mark E. Haase,3,picoCTF 2019,Reverse Engineering,,2785,450,False,False
5,asm4,Sanjay C,3,picoCTF 2019,Reverse Engineering,,815,400,False,False
2,b00tl3gRSA2,invisibility,3,picoCTF 2019,Cryptography,,2876,400,False,False
